-11748.0,1012.0,-3312.0,-7208.0,4990.0,-5589.0
-14220.0,9608.0,-3212.0,-15950.0,1829.0,4506.0
-15952.0,4724.0,996.0,8365.0,-1844.0,-2461.0
-15688.0,1588.0,1068.0,9999.0,2953.0,3618.0
-17016.0,2492.0,668.0,-716.0,2530.0,-63.0
-11792.0,996.0,-1068.0,-7261.0,4485.0,1569.0
-14176.0,2968.0,-336.0,-3977.0,-7780.0,-1868.0
-18004.0,3288.0,1508.0,11643.0,-6849.0,-369.0
-13980.0,2472.0,884.0,4755.0,-757.0,-3444.0
-16320.0,3992.0,-4332.0,8174.0,-6217.0,-4962.0
-17096.0,3108.0,-16.0,-13613.0,2217.0,-703.0
-17940.0,2340.0,1172.0,-2529.0,8643.0,4956.0
-11960.0,2468.0,-4756.0,-1226.0,11277.0,-3839.0
-13540.0,2608.0,4588.0,29053.0,-14139.0,9787.0
-20764.0,2012.0,552.0,-4583.0,2080.0,-6691.0
-13796.0,2536.0,-504.0,-13146.0,3749.0,-911.0
-12736.0,1996.0,-796.0,-3738.0,-8466.0,402.0
-16808.0,3248.0,-1084.0,-5494.0,2577.0,-1678.0
-13308.0,2252.0,-1816.0,2324.0,1929.0,-287.0
-15912.0,2780.0,-392.0,5456.0,-9144.0,2353.0
-14732.0,3896.0,1024.0,67.0,-3788.0,524.0
-17908.0,3484.0,-88.0,3453.0,4513.0,843.0
-14288.0,1992.0,-2376.0,-10125.0,13034.0,1465.0
-12992.0,2260.0,-2124.0,-4038.0,4837.0,1723.0
-15744.0,2904.0,1380.0,-694.0,-2869.0,1180.0
-15376.0,2324.0,544.0,-9880.0,2807.0,872.0
-13504.0,3452.0,164.0,768.0,-361.0,-1001.0
-14484.0,1904.0,-1280.0,2712.0,-10633.0,1256.0
-16796.0,3584.0,-424.0,-4740.0,-6459.0,-846.0
-14336.0,2792.0,-1196.0,-2112.0,-4557.0,-867.0
-14684.0,2844.0,-740.0,2410.0,-3183.0,651.0
-15584.0,2864.0,-1424.0,2413.0,-475.0,95.0
-15424.0,2968.0,-256.0,1897.0,3208.0,-421.0
-15212.0,2988.0,-72.0,5106.0,4874.0,550.0
-14840.0,2432.0,-376.0,2882.0,4148.0,47.0
-15344.0,2644.0,264.0,2744.0,595.0,-271.0
-15256.0,2636.0,628.0,470.0,-1937.0,-534.0
-14576.0,2416.0,180.0,-3203.0,-173.0,-34.0
-13996.0,2516.0,-1164.0,-190.0,-3216.0,157.0
-16392.0,3060.0,-768.0,4442.0,-7185.0,1245.0
-14968.0,2636.0,-32.0,-1683.0,-1260.0,-531.0
-14976.0,2964.0,-384.0,922.0,-902.0,-504.0
-15940.0,2720.0,-620.0,5071.0,-193.0,102.0
-15332.0,2896.0,-948.0,217.0,3130.0,-1817.0
-14424.0,2628.0,-284.0,9856.0,-200.0,600.0
-15908.0,2388.0,160.0,-6612.0,-1235.0,-917.0
-15580.0,3600.0,-448.0,-7635.0,3183.0,1640.0
-14588.0,2812.0,-1600.0,-10056.0,-475.0,1084.0
-15468.0,3460.0,-884.0,6354.0,-139.0,360.0
-13948.0,2288.0,-900.0,-3965.0,2.0,192.0
-15484.0,3332.0,-596.0,163.0,-3272.0,799.0
-15160.0,2688.0,-716.0,-4154.0,1649.0,1661.0
-15404.0,2916.0,-224.0,429.0,-1240.0,1884.0
-16156.0,2832.0,-148.0,-7.0,1726.0,-164.0
-15496.0,2792.0,-448.0,157.0,4435.0,-1524.0
-14328.0,2424.0,-536.0,-824.0,3908.0,436.0
-14600.0,4108.0,1924.0,15075.0,-646.0,-8130.0
-14584.0,2000.0,-464.0,-3231.0,-893.0,2559.0
-15340.0,2960.0,-668.0,-2210.0,-1679.0,153.0
-15008.0,2996.0,-324.0,-1103.0,-355.0,-1711.0
-15120.0,3392.0,228.0,-4222.0,1451.0,633.0
-15524.0,3308.0,284.0,1998.0,-199.0,325.0
-15216.0,2924.0,-468.0,245.0,-49.0,-1105.0
-15332.0,3060.0,0.0,835.0,260.0,69.0
-14944.0,2748.0,-424.0,-3169.0,-684.0,-433.0
-15092.0,3220.0,-592.0,-2300.0,-2861.0,-452.0
-15452.0,3132.0,-140.0,-676.0,-144.0,485.0
-14932.0,2656.0,-288.0,845.0,2323.0,321.0
-15732.0,2928.0,284.0,822.0,-169.0,-764.0
