2052.0,10844.0,-13084.0,-1276.0,694.0,-463.0
2356.0,11404.0,-13728.0,-154.0,388.0,-257.0
1540.0,11308.0,-13776.0,-1854.0,-48.0,-293.0
1476.0,11392.0,-13484.0,234.0,127.0,-304.0
2180.0,11208.0,-13252.0,-285.0,819.0,-172.0
2128.0,11472.0,-13560.0,-829.0,85.0,96.0
1960.0,11384.0,-13476.0,-1237.0,-670.0,-89.0
2780.0,11440.0,-13160.0,-2240.0,-1860.0,341.0
2756.0,11408.0,-13664.0,-3114.0,-3278.0,965.0
2016.0,11780.0,-13692.0,-2427.0,-4587.0,993.0
3008.0,12008.0,-13288.0,-995.0,-3660.0,2031.0
1864.0,11860.0,-12984.0,-2334.0,-4534.0,2568.0
284.0,12552.0,-13380.0,-1248.0,-4628.0,2811.0
-532.0,11616.0,-12376.0,1038.0,-5367.0,3349.0
-944.0,13276.0,-13044.0,499.0,-2960.0,3316.0
592.0,12736.0,-13216.0,803.0,-4983.0,3807.0
1216.0,11632.0,-13460.0,-1753.0,-6770.0,5214.0
-316.0,12032.0,-12056.0,-2132.0,-12115.0,6603.0
-2100.0,11528.0,-11904.0,-3224.0,-12958.0,8354.0
-1144.0,13436.0,-9928.0,14.0,-8839.0,8357.0
-1428.0,12596.0,-9424.0,-11259.0,-2674.0,1320.0
-120.0,17780.0,7064.0,7624.0,3400.0,401.0
-444.0,14092.0,-7792.0,4591.0,-244.0,3918.0
-676.0,14108.0,-12084.0,3590.0,2490.0,1779.0
0.0,12556.0,-10492.0,1898.0,169.0,1881.0
1076.0,13700.0,-11228.0,7006.0,-4616.0,3819.0
-652.0,10532.0,-11368.0,1909.0,-3369.0,1610.0
1096.0,11488.0,-12632.0,14509.0,-5783.0,1355.0
1032.0,16316.0,-15908.0,5117.0,-973.0,1003.0
-712.0,10060.0,-15080.0,-3115.0,-2601.0,-297.0
-1132.0,9428.0,-13048.0,16746.0,-547.0,2965.0
588.0,9608.0,-14992.0,5445.0,-111.0,3054.0
-128.0,9864.0,-14816.0,-313.0,6530.0,-363.0
1372.0,11260.0,-16776.0,-4866.0,-392.0,-592.0
-1552.0,5124.0,-14324.0,-4891.0,-6266.0,996.0
-316.0,9284.0,-12832.0,8998.0,-402.0,7471.0
-792.0,11776.0,-13536.0,21014.0,-11385.0,9536.0
