accX,accY,accZ,gyrX,gyrY,gyrZ,label,scaled_gx,scaled_gy,scaled_gz
-14604,-1012,-596,-4220,-3862,-1894,walking,-0.128770886,-0.128896622,0.085411943
-16616,884,-156,-5438,693,-14806,walking,-0.165941863,0.059798256,-0.368524671
-17984,2208,760,-17324,9917,-21489,walking,-0.528679332,0.441910562,-0.603473431
-18904,4216,2576,-16406,12668,-23979,walking,-0.500663767,0.555873154,-0.691012322
-15332,10952,-308,26782,6428,-32768,walking,0.817349508,0.297375671,-1
-14220,11596,5040,-32768,3860,24121,walking,-1,0.190994014,1
-14076,6972,-1572,23639,-13752,3209,walking,0.721431296,-0.538598563,0.264813936
-14412,3476,-1980,-19699,-819,16007,walking,-0.601159686,-0.002837673,0.714742745
-14224,2436,-1144,-9429,1264,12165,walking,-0.287739376,0.083452433,0.579672696
-15464,2140,-1232,-831,-4861,12325,walking,-0.025345235,-0.170281075,0.585297685
-15340,1944,360,6510,3439,5204,walking,0.198687724,0.173553719,0.334950518
-14356,1304,-20,210,6439,-303,walking,0.006424048,0.297831355,0.141345427
-15604,2460,220,-5979,11221,-6010,walking,-0.182452125,0.495929907,-0.0592909
-16632,3244,708,-6177,11195,-9053,walking,-0.188494697,0.494852835,-0.16627116
-14540,3568,1444,-5473,9285,-10484,walking,-0.167009995,0.415729406,-0.216579655
-15692,11236,3704,8878,-5800,-11970,walking,0.270954452,-0.209179975,-0.268821741
-13408,3484,-904,-27680,5466,22205,walking,-0.844724193,0.257523975,0.932640757
-13632,3788,-1136,10014,-8759,2713,walking,0.30562295,-0.33175915,0.24737647
-14540,1676,-616,8927,-13850,3763,walking,0.272449836,-0.542658299,0.28429046
-15860,2204,-476,3313,-11094,5443,walking,0.101121538,-0.428488577,0.343352845
-15032,1964,-1156,6746,-5403,363,walking,0.205889982,-0.192733901,0.164759444
-15696,1904,-760,8387,-2793,-2025,walking,0.255970092,-0.084612357,0.080806483
-16324,2184,276,6251,2283,-3654,walking,0.190783551,0.125665403,0.023537063
-16452,2136,308,3715,8527,-4412,walking,0.113389792,0.38432859,-0.003111322
-16228,2528,676,6928,6554,-4001,walking,0.211444266,0.302595331,0.011337868
-15824,2368,1260,4745,8509,-3860,walking,0.144823377,0.383582924,0.01629489
-15404,2428,1440,4492,5367,-3379,walking,0.137102312,0.253422813,0.033205013
-15220,2788,1616,1984,2322,-2943,walking,0.060563058,0.127281012,0.048533108
-15092,2852,1660,262,-1668,-622,walking,0.008010986,-0.038008244,0.130130605
-14172,2784,1500,-1572,-6179,2501,walking,-0.047959106,-0.224880383,0.23992336
-15832,2892,864,-685,-10904,6249,walking,-0.020889601,-0.42061766,0.371688727
-17220,2844,676,2165,-14188,8841,walking,0.066086824,-0.556660246,0.462813549
-16576,1944,-616,3422,-9242,9109,walking,0.104448005,-0.351767849,0.472235406
-16368,1552,-952,1151,-5166,6247,walking,0.035141527,-0.182915968,0.371618415
-14404,2176,-660,15181,-1305,-132,walking,0.463309682,-0.02297065,0.147357134
-13872,1540,-348,11387,-1494,-6733,walking,0.347524224,-0.030800141,-0.084708819
-16404,2776,-248,-5991,2276,-12175,walking,-0.182818341,0.125375422,-0.276028758
-17992,4720,396,-23135,-2565,-11865,walking,-0.706019684,-0.075167257,-0.265130342
-17220,6868,6756,-20373,17952,-9345,walking,-0.621728847,0.774767497,-0.176536765
-13824,5736,1988,-10730,3397,-1645,walking,-0.327443351,0.171813832,0.094165832
-14940,3940,268,-6627,-7003,10880,walking,-0.202227817,-0.259015307,0.534497003
-18336,6396,432,-14406,-5524,23617,walking,-0.43962768,-0.197746432,0.982281285
-18052,4264,372,22285,-3121,8526,walking,0.680109865,-0.098200046,0.451739352
-17568,1192,756,19566,7939,4944,walking,0.597131304,0.359970173,0.325809911
-14368,1676,1924,3134,10062,3652,walking,0.095658808,0.447917314,0.280388124
-15028,3100,3552,-7945,5228,-12425,walking,-0.242450599,0.247664616,-0.284817803
-17820,3900,-6388,29319,3443,-32768,walking,0.894773785,0.173719423,-1
-10348,11788,-6700,-29908,-6206,10882,walking,-0.912718395,-0.225998882,0.534567315
-15408,-1028,1144,3329,-24126,317,walking,0.101609827,-0.968350629,0.163142259
-16560,3596,-764,-6795,-18331,11632,walking,-0.207354849,-0.728287661,0.560934451
-14624,3260,-2612,8161,-5533,-4521,walking,0.249073014,-0.198119265,-0.006943346
-16960,2852,-1816,-8061,12760,-5860,walking,-0.245990692,0.559684335,-0.054017473
-18808,4492,268,-7912,23389,-3018,walking,-0.241443503,1,0.045896395
-5316,3960,14576,8641,4171,-4863,walking,0.263721675,0.203877462,-0.01896676
-15436,3540,7224,-8627,-1150,2758,walking,-0.263263905,-0.016549639,0.248958498
-17384,3400,1972,-9168,3323,3329,walking,-0.279774166,0.168748317,0.269032678
-13076,2872,-340,-4659,-2129,5312,walking,-0.142168307,-0.057105574,0.338747385
-16140,3384,-736,383,746,3886,walking,0.01170367,0.061993828,0.288614671
-16248,3064,104,4592,1901,2370,walking,0.140154116,0.109840717,0.2353179
-15848,2800,972,3576,8212,350,walking,0.109147784,0.371279438,0.164302413
-14940,2468,1492,1444,8167,-3203,walking,0.044083314,0.369415274,0.039392501
-14748,2736,2176,-3496,5973,-6415,walking,-0.106675822,0.278526896,-0.073529153
-15244,10276,2572,7410,-16645,135,walking,0.226153964,-0.65844363,0.156743834
-17616,-308,4388,-12266,-8022,10090,walking,-0.374319066,-0.301228277,0.50672362
-16012,4276,1784,-10933,-6773,7313,walking,-0.333638514,-0.249487355,0.409094904
-15592,3620,-196,788,-5409,-2132,walking,0.024063478,-0.192982456,0.077044771
-14688,2648,-1108,-1930,-1901,258,walking,-0.058884565,-0.047660473,0.161068045
-15596,3228,-772,-2335,2878,328,walking,-0.071244373,0.150313801,0.163528977
-15312,3360,180,556,7078,-2447,walking,0.016983291,0.324302492,0.065970574
-12920,9516,18604,-20198,-5050,10949,walking,-0.61638819,-0.178110566,0.536922779
-13560,3716,3192,12020,2072,-10152,walking,0.366842145,0.116924543,-0.204907803
-17068,3448,948,-5339,417,2416,walking,-0.162920577,0.048364713,0.236935084
-14280,2640,2576,-343,-953,53,walking,-0.01045243,-0.00838874,0.153861028
-14540,3200,2096,-1562,501,472,walking,-0.047653925,0.051844487,0.168591468
-14684,2884,1216,-36,-1426,152,walking,-0.001083391,-0.027983181,0.15734149
-14584,3128,1568,-1100,91,396,walking,-0.033554589,0.034859877,0.165919598
-14980,3260,1104,269,141,141,walking,0.008224613,0.036931171,0.156954772
-14984,3256,1744,-384,332,-20,walking,-0.01170367,0.044843514,0.151294626
-15184,3588,1788,-1054,465,-28,walking,-0.032150759,0.050353156,0.151013377
-13576,4108,3240,-2829,-267,888,walking,-0.086320287,0.020029412,0.183216439
-14552,3316,2188,1433,-156,-1617,walking,0.043747616,0.024627685,0.095150205
-14808,2860,1368,-2808,-695,1849,walking,-0.085679408,0.002299136,0.217001529
-15656,3008,1256,1444,-643,582,walking,0.044083314,0.004453282,0.172458648
-14964,2464,1308,1238,-777,243,walking,0.037796597,-0.001097786,0.160540702
-14524,2652,704,187,121,-442,walking,0.005722133,0.036102653,0.136458718
-14504,3088,976,-1056,38,-2029,walking,-0.032211795,0.032664305,0.080665858
-15608,3440,948,-2062,864,-3443,walking,-0.062912947,0.066882081,0.030955018
-15312,4708,3004,-645,167,-2364,walking,-0.019668879,0.038008244,0.068888537
-15312,4708,3004,-645,167,-2364,walking,-0.019668879,0.038008244,0.068888537
