7364.0,12924.0,-10060.0,6593.0,-4121.0,-795.0
2916.0,14792.0,-11680.0,6729.0,-1671.0,-3270.0
2944.0,3324.0,-8784.0,3642.0,-3577.0,-4384.0
1444.0,3392.0,-3444.0,3175.0,-7361.0,-3924.0
-200.0,3424.0,-3784.0,3323.0,-2527.0,-1820.0
1796.0,4364.0,-6492.0,5120.0,-4392.0,-717.0
-244.0,7152.0,-9928.0,5718.0,-4231.0,-8.0
956.0,6184.0,-11264.0,2003.0,-1136.0,1722.0
208.0,11760.0,-14396.0,864.0,2169.0,3192.0
404.0,9212.0,-15520.0,2065.0,3107.0,1806.0
1584.0,9296.0,-14728.0,1708.0,1636.0,261.0
832.0,7912.0,-15228.0,-394.0,2917.0,-75.0
2772.0,9036.0,-15516.0,-1336.0,1971.0,1248.0
1536.0,9524.0,-15016.0,-1670.0,347.0,514.0
2176.0,8892.0,-14592.0,-2156.0,1819.0,1583.0
2780.0,8624.0,-13800.0,-2451.0,2516.0,2247.0
3332.0,9556.0,-13852.0,-2121.0,1179.0,2947.0
3272.0,9104.0,-14496.0,-3926.0,2268.0,3441.0
4216.0,9672.0,-15680.0,-3293.0,1721.0,3993.0
5256.0,9900.0,-14852.0,-4198.0,-2731.0,4265.0
4068.0,10488.0,-14468.0,-4585.0,-3667.0,4816.0
3116.0,9512.0,-14132.0,-3185.0,-4087.0,3275.0
5660.0,9904.0,-14108.0,-1007.0,-1890.0,4021.0
6388.0,9704.0,-14708.0,-2845.0,-3439.0,2718.0
6780.0,11508.0,-15880.0,-2145.0,-4156.0,2975.0
6624.0,10264.0,-14664.0,-804.0,-4765.0,2463.0
4872.0,9784.0,-13992.0,485.0,-3230.0,3063.0
5320.0,9692.0,-12888.0,-704.0,-1307.0,3446.0
6080.0,11520.0,-12912.0,-1826.0,-596.0,3936.0
4224.0,10716.0,-12696.0,-3081.0,-1570.0,2688.0
3896.0,10352.0,-12628.0,-3510.0,-618.0,1251.0
5000.0,10676.0,-13328.0,-4051.0,88.0,365.0
5716.0,10868.0,-13424.0,-4006.0,208.0,-80.0
4996.0,12428.0,-14452.0,-2922.0,183.0,-1547.0
4640.0,12852.0,-14104.0,-1454.0,571.0,-3552.0
5736.0,14504.0,-13848.0,-1857.0,6437.0,-3371.0
4572.0,10140.0,-10356.0,1313.0,2862.0,-2149.0
3584.0,10968.0,-10564.0,-1305.0,1533.0,-1759.0
3512.0,14044.0,-11208.0,-2923.0,3259.0,-699.0
4804.0,12136.0,-9740.0,-3071.0,1786.0,317.0
3320.0,9128.0,-9652.0,-6203.0,51.0,-502.0
2220.0,8940.0,-7764.0,-14735.0,-1639.0,-91.0
3496.0,14876.0,-7292.0,-10663.0,3458.0,6280.0
5920.0,17216.0,-6664.0,-11306.0,4194.0,5369.0
6964.0,16108.0,-7080.0,-7653.0,-1975.0,5014.0
8712.0,16272.0,-4768.0,-11066.0,-7035.0,1368.0
9568.0,14528.0,-2464.0,-10145.0,-7964.0,4409.0
9812.0,14060.0,-2632.0,-5778.0,-13694.0,1056.0
9004.0,13264.0,-3688.0,-5244.0,-14973.0,-272.0
9436.0,13060.0,-4376.0,-3337.0,-14047.0,2084.0
10556.0,13320.0,-4644.0,-5282.0,-13196.0,838.0
10772.0,15812.0,-4764.0,-5047.0,-11572.0,1580.0
10092.0,14908.0,-4472.0,-1927.0,-12387.0,32.0
8292.0,14596.0,-4624.0,-1546.0,-10539.0,340.0
8456.0,14832.0,-4372.0,-1457.0,-8276.0,312.0
7756.0,14896.0,-4152.0,-500.0,-7451.0,408.0
6392.0,14316.0,-4460.0,-763.0,-6420.0,-1070.0
6168.0,12780.0,-4632.0,-1553.0,-3579.0,68.0
6732.0,13844.0,-5632.0,-3086.0,-1697.0,-156.0
7220.0,13280.0,-6088.0,-2423.0,-858.0,487.0
6684.0,14480.0,-6416.0,-1565.0,126.0,-160.0
6908.0,14504.0,-6044.0,-615.0,1472.0,-1063.0
7272.0,14704.0,-6004.0,619.0,3815.0,-760.0
7884.0,14452.0,-5548.0,724.0,4847.0,184.0
6960.0,14204.0,-4828.0,593.0,4749.0,2026.0
